,server,serve,serve_x,serve_y,server_shot_type,server_shot_hand,server_x,server_y,returner_x,returner_y,returner_shot_type,returner_shot_hand,num_strokes,is_game_point,is_break_point,winner
33,1.0,1.0,0.5670498084291188,0.15407190022010275,0.6000000000000001,0.0,0.33492822966507174,0.828149060671389,0.6582952815829529,0.03224796493425171,0.42857142857142855,0.0,0.1,0.0,0.0,1.0
34,1.0,0.0,0.4176245210727969,0.23624358033749088,0.6000000000000001,0.0,0.28803827751196176,0.8139821373575609,0.35844748858447495,0.08515967438948027,1.0,0.0,0.05000000000000002,1.0,0.0,1.0
35,0.0,1.0,0.06896551724137931,0.9082905355832722,0.6000000000000001,0.0,0.3129186602870813,0.06744687403757316,0.17579908675799089,0.8772698810269255,0.14285714285714285,1.0,0.45000000000000007,0.0,0.0,1.0
36,0.0,0.0,0.4955300127713921,0.8268525311812178,0.6000000000000001,0.0,0.6526315789473683,0.025254080689867578,0.35616438356164387,0.8375078271759548,0.42857142857142855,0.0,0.20000000000000004,0.0,0.0,0.0
37,0.0,1.0,0.10472541507024266,0.8848129126925899,0.6000000000000001,1.0,0.3033492822966507,0.08561749307052666,0.6042617960426181,0.9035691922354414,0.42857142857142855,0.0,0.45000000000000007,0.0,0.0,0.0
38,0.0,0.0,0.5389527458492976,0.9200293470286134,0.6000000000000001,0.0,0.5521531100478468,0.03480135509701264,0.33333333333333337,0.8882279273638072,0.42857142857142855,1.0,1.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.8613352898019075,0.6000000000000001,0.0,0.861244019138756,0.10101632275947028,0.5121765601217657,0.9267376330619913,0.42857142857142855,0.0,0.1,1.0,0.0,0.0
40,1.0,0.0,0.09833971902937419,0.880410858400587,1.0,0.0,0.33397129186602875,0.20418848167539272,0.7899543378995435,0.8922980588603632,0.42857142857142855,1.0,0.15,0.0,0.0,0.0
41,1.0,0.0,0.9999999999999999,0.9662509170946441,0.6000000000000001,0.0,0.6143540669856459,0.1850939328611026,0.9748858447488585,0.8998121477770821,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
42,1.0,0.0,0.4814814814814815,0.9413059427732942,0.8,0.0,0.5502392344497608,0.05266399753618726,0.4421613394216135,0.9073262366938009,1.0,1.0,0.0,0.0,0.0,1.0
43,1.0,1.0,0.8288633461047255,0.880410858400587,0.6000000000000001,0.0,0.2545454545454545,0.11364336310440408,0.8637747336377475,0.9423919849718222,0.42857142857142855,1.0,0.1,0.0,0.0,0.0
44,1.0,1.0,0.9220945083014048,0.8275862068965516,0.6000000000000001,0.0,0.3645933014354067,0.08222975053895905,0.8828006088280063,0.7795867251095805,0.42857142857142855,1.0,0.05000000000000002,1.0,0.0,1.0
45,0.0,1.0,0.1519795657726692,0.9229640498899485,0.6000000000000001,0.0,0.42488038277511964,0.08654142285186327,0.8150684931506851,1.0,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
46,0.0,1.0,0.6768837803320562,0.8503301540719002,0.6000000000000001,0.0,0.26889952153110047,0.015706806282722516,0.7237442922374431,0.9035691922354414,0.42857142857142855,0.0,0.1,0.0,0.0,0.0
47,0.0,0.0,0.545338441890166,0.9104915627292738,0.6000000000000001,0.0,0.44688995215311006,0.12442254388666463,0.15296803652968038,0.8810269254852849,0.42857142857142855,1.0,0.1,1.0,0.0,0.0
48,1.0,0.0,0.5593869731800767,0.18561995597945713,0.8,0.0,0.38564593301435407,0.7733292269787497,0.5936073059360731,0.042892924232936745,1.0,1.0,0.0,0.0,0.0,1.0
49,1.0,0.0,0.8812260536398467,0.16360968451944247,1.0,0.0,0.45167464114832534,0.6797043424699722,0.271689497716895,0.27144646211646833,0.42857142857142855,1.0,0.8500000000000001,0.0,0.0,0.0
50,1.0,1.0,0.29118773946360155,0.23624358033749088,0.6000000000000001,0.0,0.6133971291866028,0.821065599014475,0.25875190258751907,0.09486537257357544,0.42857142857142855,1.0,0.05000000000000002,0.0,0.0,1.0
51,1.0,1.0,0.8275862068965517,0.15994130594277334,0.6000000000000001,0.0,0.4267942583732057,0.8829688943640284,0.28538812785388135,0.07545397620538509,0.42857142857142855,1.0,0.25,0.0,0.0,1.0
52,1.0,0.0,0.09450830140485314,0.26779163609684525,0.8,0.0,0.6038277511961722,0.8247613181398215,0.0,0.1327489041953663,1.0,1.0,0.0,1.0,0.0,1.0
53,0.0,1.0,0.6436781609195403,0.12325752017608221,0.8,0.0,0.2909090909090909,0.8072066522944257,0.7602739726027399,0.009705698184095155,1.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.2592592592592593,0.38884812912692596,0.6000000000000001,1.0,0.538755980861244,0.8943640283338468,0.5745814307458144,0.117407639323732,0.42857142857142855,1.0,0.15,0.0,0.0,1.0
55,0.0,0.0,0.5287356321839081,0.12325752017608221,0.8,0.0,0.3119617224880383,0.7899599630428088,0.6095890410958905,0.012523481527864741,1.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.5185185185185185,0.4512105649303008,0.2,0.0,0.42775119617224877,1.0,0.5167427701674278,0.17626800250469632,0.42857142857142855,0.0,0.20000000000000004,0.0,0.0,0.0
57,1.0,1.0,0.3946360153256705,0.9603815113719736,0.6000000000000001,1.0,0.8794258373205741,0.04065291037881122,0.41019786910197875,0.8030682529743269,0.42857142857142855,0.0,0.65,0.0,0.0,0.0
58,1.0,0.0,0.9220945083014048,0.9354365370506237,0.6000000000000001,0.0,0.9272727272727272,0.02987372959655067,0.22222222222222227,0.9189104571070758,0.14285714285714285,0.0,0.15,0.0,0.0,0.0
59,1.0,0.0,0.8646232439335888,0.8620689655172415,0.6000000000000001,1.0,0.7196172248803827,0.033877425315676016,0.8599695585996957,0.8663118346900439,1.0,1.0,0.05000000000000002,0.0,0.0,0.0
60,0.0,1.0,0.04853128991060027,0.9170946441672783,0.6000000000000001,0.0,1.0,0.05882352941176471,0.11339421613394218,0.8375078271759548,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
61,0.0,0.0,0.9438058748403576,0.9104915627292738,0.6000000000000001,0.0,0.4133971291866029,0.11364336310440408,0.042617960426179616,0.9189104571070758,0.42857142857142855,1.0,0.1,0.0,0.0,0.0
62,0.0,0.0,0.04853128991060027,0.8745414526779163,0.6000000000000001,1.0,0.569377990430622,0.0036957191253464833,0.030441400304414015,0.8772698810269255,1.0,1.0,0.05000000000000002,0.0,0.0,1.0
63,0.0,1.0,0.5823754789272031,0.8987527512839326,0.6000000000000001,0.0,0.20861244019138755,0.18755774561133357,0.6796042617960427,0.9583594239198496,0.14285714285714285,0.0,0.25,0.0,0.0,0.0
64,0.0,0.0,0.008939974457215852,0.8569332355099046,0.6000000000000001,0.0,0.14449760765550237,0.08561749307052666,0.32115677321156777,0.9304946775203508,0.42857142857142855,1.0,0.6000000000000001,0.0,0.0,0.0
65,0.0,0.0,0.521072796934866,0.8686720469552458,0.6000000000000001,1.0,0.11004784688995216,0.05882352941176471,0.7207001522070017,0.9705698184095178,0.42857142857142855,0.0,0.45000000000000007,0.0,0.0,1.0
66,0.0,0.0,0.09833971902937419,0.9728539985326485,0.6000000000000001,0.0,0.7473684210526315,0.23714197720973207,0.4178082191780822,0.9790231684408265,0.14285714285714285,1.0,0.25,0.0,0.0,0.0
